month,cov,ks_conf,mean_conf,est_cov,set_size,frac_single,emb_shift,pred_entropy
2024-06,0.8583333333333333,0.13152777777777777,0.7486347962326714,0.8485014526528883,1.3366666666666667,0.6883333333333334,0.18357491,0.7511535862226173
2024-07,0.8683333333333333,0.08541666666666667,0.773263958602715,0.8578835193994905,1.28,0.74,0.15841956,0.6927051396454313
2024-08,0.84,0.10055555555555555,0.7598334106592854,0.8522342097117065,1.3033333333333332,0.7116666666666667,0.15173738,0.722531568607947
2024-09,0.855,0.10194444444444445,0.7581102058635624,0.8551362781460947,1.325,0.6983333333333334,0.16643797,0.7208494932466674
2024-10,0.8716666666666667,0.12958333333333333,0.7582133960205194,0.8519327490652728,1.3133333333333332,0.7033333333333334,0.17519473,0.7366531889192675
2024-11,0.8766666666666667,0.12361111111111112,0.7527941507166603,0.8513872635384301,1.33,0.69,0.1616341,0.7467716511430513
2024-12,0.88,0.09152777777777778,0.7628902893396812,0.8478411908466317,1.2916666666666667,0.725,0.17431949,0.7248651810176651
2025-01,0.8616666666666667,0.14569444444444443,0.7438139871841226,0.8390110146712014,1.3166666666666667,0.6933333333333334,0.15052298,0.7708842774866634
2025-02,0.8366666666666667,0.16402777777777777,0.7293187340899332,0.848927795176212,1.4116666666666666,0.62,0.19690157,0.7917019928775718
2025-03,0.8783333333333333,0.11638888888888889,0.7473639478753533,0.8455008455434624,1.33,0.6933333333333334,0.18941964,0.7575797877426687
2025-04,0.8316666666666667,0.11847222222222223,0.7510303279926425,0.8449026388342225,1.32,0.7083333333333334,0.18606865,0.7506694670274839
2025-05,0.8283333333333334,0.19625,0.7203464951671396,0.8289620584732987,1.365,0.66,0.22245987,0.8279280561846374
2025-06,0.8266666666666667,0.15305555555555556,0.7296465450288891,0.8396448792696901,1.3833333333333333,0.6516666666666666,0.21048,0.7971281263214706
2025-07,0.8266666666666667,0.14625,0.7343946870490149,0.8375859054027599,1.3516666666666666,0.6716666666666666,0.1809986,0.7877618555305664
2025-08,0.83,0.1751388888888889,0.7249376595999574,0.8329130416170506,1.3683333333333334,0.6583333333333333,0.18998063,0.8141519373681647
2025-09,0.8533333333333334,0.14,0.7380524144566023,0.8398223937741781,1.3483333333333334,0.665,0.1985848,0.7831090798961675
2025-10,0.8433333333333334,0.20180555555555554,0.718715994834263,0.8329633546350574,1.3733333333333333,0.6483333333333333,0.20702843,0.8250159893287716
2025-11,0.85,0.15263888888888888,0.7371503467618646,0.8298391110019905,1.3116666666666668,0.7,0.20720454,0.800222479912025
2025-12,0.8383333333333334,0.17041666666666666,0.7288612939502765,0.8351229734640729,1.3583333333333334,0.675,0.20350084,0.802694372239971
2026-01,0.835,0.17180555555555554,0.7189047147251311,0.832275718023815,1.3783333333333334,0.6516666666666666,0.22420485,0.8237211070537065
2026-02,0.82,0.20805555555555555,0.7139091406233253,0.8237714195580595,1.37,0.6583333333333333,0.2299719,0.8489359490989231
2026-03,0.8316666666666667,0.1776388888888889,0.7284955996950663,0.8255437592684579,1.335,0.6966666666666667,0.21375692,0.8169619189126058
2026-04,0.8216666666666667,0.185,0.7230788575347467,0.8266111951512758,1.3566666666666667,0.6683333333333333,0.23079267,0.8275946972932322
2026-05,0.815,0.22375,0.6975313393081807,0.8138663293240925,1.3933333333333333,0.6316666666666667,0.23705359,0.8893695600558622
2026-06,0.8433333333333334,0.20527777777777778,0.7118891956275681,0.8139745694500491,1.35,0.6683333333333333,0.24483538,0.8654691557733069
2026-07,0.8283333333333334,0.22277777777777777,0.7004229086344119,0.8186004223212081,1.41,0.6283333333333333,0.22464205,0.8894705314706459
2026-08,0.7816666666666666,0.21708333333333332,0.6936851798073015,0.8084729557187091,1.395,0.6333333333333333,0.23932359,0.9100403286610508
